time_of_day,day_of_week,road_name,vehicle_count,avg_speed,rainfall,holiday,incident,weather,congestion_level
4,1,Sarjapur Road,288,37.12,0.0,0,0,Cloudy,Low
20,1,Hebbal Flyover,560,34.4,0.0,0,0,Clear,Low
0,6,Outer Ring Road,114,38.86,0.0,1,0,Clear,Low
10,2,Indiranagar 100ft Road,651,33.49,0.0,0,0,Cloudy,Low
21,3,Hebbal Flyover,654,32.18,6.39,0,0,Rainy,Low
11,1,MG Road,438,29.65,29.83,0,0,Heavy Rain,Medium
21,2,Hebbal Flyover,577,34.23,0.0,0,0,Cloudy,Low
9,0,Silk Board Junction,591,31.32,13.83,0,0,Rainy,Low
6,4,Indiranagar 100ft Road,298,30.2,34.12,0,0,Heavy Rain,Low
21,0,Outer Ring Road,747,25.28,36.23,0,0,Heavy Rain,Medium
8,0,Sarjapur Road,445,26.74,44.03,0,0,Heavy Rain,Medium
6,1,Whitefield Main Road,225,32.98,23.86,0,0,Heavy Rain,Low
8,2,Hebbal Flyover,593,34.07,0.0,0,0,Clear,Low
20,5,Whitefield Main Road,384,36.16,0.0,1,0,Clear,Low
6,0,Bannerghatta Road,190,34.53,17.85,0,0,Rainy,Low
17,2,Indiranagar 100ft Road,547,25.52,45.05,0,0,Heavy Rain,Medium
2,2,Bannerghatta Road,253,37.47,0.0,0,0,Clear,Low
20,4,Outer Ring Road,481,35.19,0.0,0,0,Clear,Low
20,1,Hebbal Flyover,453,32.94,12.66,0,0,Rainy,Low
17,0,Silk Board Junction,402,35.98,0.0,0,0,Cloudy,Low
23,2,Electronic City Flyover,209,37.91,0.0,0,0,Cloudy,Low
10,2,Outer Ring Road,566,29.51,24.15,0,0,Heavy Rain,Medium
3,0,Sarjapur Road,498,20.02,0.0,0,1,Cloudy,Medium
21,3,Indiranagar 100ft Road,704,23.35,48.03,0,0,Heavy Rain,Medium
15,3,Hebbal Flyover,195,30.39,38.31,0,0,Heavy Rain,Low
22,4,Outer Ring Road,206,33.45,22.45,0,0,Heavy Rain,Low
20,6,Silk Board Junction,363,36.37,0.0,1,0,Cloudy,Low
4,4,Electronic City Flyover,178,31.34,34.39,0,0,Heavy Rain,Low
23,2,Outer Ring Road,247,37.53,0.0,0,0,Clear,Low
14,0,Silk Board Junction,178,38.22,0.0,1,0,Clear,Low
14,4,Whitefield Main Road,263,35.14,11.16,0,0,Rainy,Low
7,6,Hebbal Flyover,117,36.43,12.01,1,0,Rainy,Low
9,1,Whitefield Main Road,609,33.91,0.0,0,0,Cloudy,Low
17,6,Indiranagar 100ft Road,587,19.13,0.0,1,1,Cloudy,Medium
2,3,Silk Board Junction,158,35.52,14.52,1,0,Rainy,Low
12,5,Outer Ring Road,361,20.11,6.39,1,1,Rainy,Medium
16,6,Hebbal Flyover,101,38.99,0.0,1,0,Cloudy,Low
19,5,MG Road,296,37.04,0.0,1,0,Cloudy,Low
7,5,Electronic City Flyover,107,38.93,0.0,1,0,Cloudy,Low
14,0,Whitefield Main Road,97,39.03,0.0,1,0,Clear,Low
21,3,Outer Ring Road,624,30.05,18.55,0,0,Rainy,Low
17,2,Sarjapur Road,635,33.65,0.0,0,0,Clear,Low
3,0,Indiranagar 100ft Road,201,37.99,0.0,0,0,Cloudy,Low
22,0,Sarjapur Road,257,37.43,0.0,0,0,Cloudy,Low
14,0,Whitefield Main Road,209,35.16,13.77,0,0,Rainy,Low
17,3,Hebbal Flyover,683,28.63,22.69,0,0,Heavy Rain,Medium
7,5,Outer Ring Road,128,38.72,0.0,1,0,Cloudy,Low
17,3,Hebbal Flyover,513,34.87,0.0,0,0,Clear,Low
14,1,Sarjapur Road,192,28.96,45.6,0,0,Heavy Rain,Medium
1,4,Outer Ring Road,270,37.3,0.0,0,0,Cloudy,Low
6,4,Silk Board Junction,553,19.47,0.0,0,1,Cloudy,Medium
3,6,Electronic City Flyover,165,35.83,12.62,1,0,Rainy,Low
23,2,Electronic City Flyover,314,21.86,0.0,0,1,Clear,Medium
7,6,Electronic City Flyover,100,34.94,20.29,1,0,Heavy Rain,Low
20,0,Electronic City Flyover,719,32.81,0.0,0,0,Clear,Low
2,2,Outer Ring Road,233,31.11,32.78,0,0,Heavy Rain,Low
22,0,Bannerghatta Road,453,17.59,14.38,0,1,Rainy,Medium
17,4,Outer Ring Road,505,19.95,0.0,0,1,Cloudy,Medium
10,5,Bannerghatta Road,408,32.69,16.14,1,0,Rainy,Low
0,4,Bannerghatta Road,275,37.25,0.0,0,0,Clear,Low
1,3,Bannerghatta Road,169,38.31,0.0,0,0,Cloudy,Low
2,3,Brigade Road,208,37.92,0.0,0,0,Clear,Low
6,4,Indiranagar 100ft Road,220,35.93,9.33,0,0,Rainy,Low
12,0,Indiranagar 100ft Road,177,38.23,0.0,0,0,Clear,Low
1,5,Brigade Road,103,32.0,34.84,1,0,Heavy Rain,Low
2,5,Outer Ring Road,131,38.69,0.0,1,0,Clear,Low
1,1,MG Road,206,32.63,26.56,0,0,Heavy Rain,Low
11,2,Indiranagar 100ft Road,446,35.54,0.0,1,0,Cloudy,Low
0,6,Silk Board Junction,163,33.96,22.07,1,0,Heavy Rain,Low
13,3,Whitefield Main Road,299,34.72,11.44,0,0,Rainy,Low
17,6,Silk Board Junction,379,36.21,0.0,1,0,Clear,Low
13,4,Indiranagar 100ft Road,190,38.1,0.0,0,0,Cloudy,Low
11,1,Silk Board Junction,483,31.82,16.75,0,0,Rainy,Low
12,6,Whitefield Main Road,117,35.62,16.05,1,0,Rainy,Low
0,3,Sarjapur Road,224,37.76,0.0,0,0,Clear,Low
2,2,MG Road,261,37.39,0.0,0,0,Clear,Low
12,0,Silk Board Junction,348,21.52,0.0,0,1,Clear,Medium
3,4,Whitefield Main Road,174,38.26,0.0,0,0,Clear,Low
12,4,Silk Board Junction,210,34.13,18.86,0,0,Rainy,Low
13,4,Electronic City Flyover,272,33.72,17.78,0,0,Rainy,Low
12,4,Electronic City Flyover,186,34.2,19.69,0,0,Rainy,Low
6,3,Hebbal Flyover,295,37.05,0.0,0,0,Clear,Low
1,3,Indiranagar 100ft Road,287,34.74,11.97,0,0,Rainy,Low
0,1,Electronic City Flyover,189,38.11,0.0,0,0,Cloudy,Low
19,0,Electronic City Flyover,495,33.48,7.83,0,0,Rainy,Low
12,3,Sarjapur Road,163,34.94,17.17,0,0,Rainy,Low
2,2,Sarjapur Road,231,35.03,13.28,0,0,Rainy,Low
8,0,Brigade Road,415,35.85,0.0,1,0,Clear,Low
13,5,Electronic City Flyover,226,19.42,16.62,1,1,Rainy,Medium
9,5,Outer Ring Road,240,37.6,0.0,1,0,Clear,Low
12,1,MG Road,256,36.39,5.25,0,0,Rainy,Low
11,3,Sarjapur Road,416,30.81,25.16,0,0,Heavy Rain,Low
19,4,Indiranagar 100ft Road,587,32.35,8.92,0,0,Rainy,Low
11,5,Hebbal Flyover,262,35.95,7.15,1,0,Rainy,Low
5,5,Bannerghatta Road,111,29.5,46.97,1,0,Heavy Rain,Medium
11,6,Brigade Road,616,18.84,0.0,1,1,Cloudy,Medium
20,6,Hebbal Flyover,272,29.45,39.14,1,0,Heavy Rain,Medium
20,3,Bannerghatta Road,636,33.64,0.0,0,0,Cloudy,Low
14,4,Brigade Road,287,37.13,0.0,0,0,Clear,Low
13,6,Silk Board Junction,134,38.66,0.0,1,0,Clear,Low
17,3,Bannerghatta Road,699,25.63,36.91,0,0,Heavy Rain,Medium
11,4,Hebbal Flyover,444,31.7,19.28,1,0,Rainy,Low
12,1,Indiranagar 100ft Road,215,37.85,0.0,0,0,Cloudy,Low
15,2,Electronic City Flyover,238,37.62,0.0,0,0,Clear,Low
22,4,Silk Board Junction,298,37.02,0.0,0,0,Cloudy,Low
8,2,Electronic City Flyover,644,16.31,11.25,0,1,Rainy,Medium
2,5,Bannerghatta Road,330,12.79,44.54,1,1,Heavy Rain,High
21,3,Sarjapur Road,607,33.93,0.0,0,0,Clear,Low
11,0,Indiranagar 100ft Road,538,32.87,8.76,0,0,Rainy,Low
23,4,MG Road,242,34.17,17.05,0,0,Rainy,Low
0,5,Whitefield Main Road,254,19.48,14.88,1,1,Rainy,Medium
22,2,Bannerghatta Road,223,34.31,17.31,0,0,Rainy,Low
7,4,Hebbal Flyover,218,27.91,49.55,0,0,Heavy Rain,Medium
22,0,Outer Ring Road,183,36.76,7.03,0,0,Rainy,Low
16,4,Bannerghatta Road,182,38.18,0.0,0,0,Clear,Low
23,3,MG Road,214,29.32,42.69,0,0,Heavy Rain,Medium
7,0,Sarjapur Road,205,37.95,0.0,0,0,Clear,Low
17,0,Bannerghatta Road,574,34.26,0.0,0,0,Cloudy,Low
13,5,Electronic City Flyover,138,38.62,0.0,1,0,Clear,Low
2,0,Whitefield Main Road,280,28.35,44.23,0,0,Heavy Rain,Medium
13,6,Sarjapur Road,157,34.51,19.59,1,0,Rainy,Low
23,1,Indiranagar 100ft Road,164,30.96,37.0,1,0,Heavy Rain,Low
21,5,Brigade Road,360,29.23,35.85,1,0,Heavy Rain,Medium
14,5,Hebbal Flyover,115,31.81,35.19,1,0,Heavy Rain,Low
8,3,Bannerghatta Road,409,35.91,0.0,1,0,Clear,Low
20,6,Hebbal Flyover,240,34.45,15.76,1,0,Rainy,Low
11,4,MG Road,639,24.39,46.12,0,0,Heavy Rain,Medium
21,2,Indiranagar 100ft Road,439,31.12,22.47,0,0,Heavy Rain,Low
1,3,Electronic City Flyover,277,27.61,48.11,0,0,Heavy Rain,Medium
2,1,Outer Ring Road,288,37.12,0.0,0,0,Cloudy,Low
8,4,Indiranagar 100ft Road,514,34.86,0.0,0,0,Clear,Low
9,3,Brigade Road,478,35.22,0.0,0,0,Clear,Low
4,3,Silk Board Junction,224,37.76,0.0,0,0,Cloudy,Low
7,0,Sarjapur Road,232,37.68,0.0,0,0,Clear,Low
4,5,Silk Board Junction,173,38.27,0.0,1,0,Cloudy,Low
13,5,Sarjapur Road,169,38.31,0.0,1,0,Cloudy,Low
12,3,Bannerghatta Road,282,29.43,38.73,0,0,Heavy Rain,Medium
3,3,Bannerghatta Road,296,37.04,0.0,0,0,Cloudy,Low
15,4,Outer Ring Road,217,37.83,0.0,0,0,Clear,Low
13,1,Brigade Road,177,30.3,39.63,0,0,Heavy Rain,Low
6,0,MG Road,420,11.09,48.54,0,1,Heavy Rain,High
12,4,Sarjapur Road,160,38.4,0.0,0,0,Clear,Low
22,6,Outer Ring Road,111,30.05,44.2,1,0,Heavy Rain,Low
2,2,Silk Board Junction,187,31.9,31.13,0,0,Heavy Rain,Low
18,0,Bannerghatta Road,327,36.73,0.0,1,0,Clear,Low
23,0,Sarjapur Road,244,35.83,8.65,0,0,Rainy,Low
0,1,Indiranagar 100ft Road,224,37.76,0.0,0,0,Clear,Low
18,3,Bannerghatta Road,715,25.51,36.69,0,0,Heavy Rain,Medium
11,3,Hebbal Flyover,573,34.27,0.0,0,0,Clear,Low
17,1,Bannerghatta Road,632,33.68,0.0,0,0,Clear,Low
16,6,Electronic City Flyover,169,38.31,0.0,1,0,Cloudy,Low
20,4,Outer Ring Road,614,29.55,21.54,0,0,Heavy Rain,Medium
18,6,Brigade Road,584,15.62,17.72,1,1,Rainy,Medium
14,3,Brigade Road,201,37.99,0.0,0,0,Cloudy,Low
18,1,Indiranagar 100ft Road,691,33.09,0.0,0,0,Clear,Low
16,5,Electronic City Flyover,114,38.86,0.0,1,0,Cloudy,Low
8,6,Bannerghatta Road,249,29.63,39.41,1,0,Heavy Rain,Medium
4,4,MG Road,209,32.57,26.71,0,0,Heavy Rain,Low
13,2,Outer Ring Road,241,35.8,8.97,0,0,Rainy,Low
14,3,Sarjapur Road,221,28.92,44.35,0,0,Heavy Rain,Medium
12,1,Sarjapur Road,195,38.05,0.0,0,0,Clear,Low
0,6,Electronic City Flyover,145,38.55,0.0,1,0,Clear,Low
16,5,Silk Board Junction,114,38.86,0.0,1,0,Clear,Low
7,0,Electronic City Flyover,283,37.17,0.0,0,0,Cloudy,Low
2,5,Sarjapur Road,134,38.66,0.0,1,0,Cloudy,Low
18,0,Brigade Road,441,35.59,0.0,0,0,Cloudy,Low
23,4,Brigade Road,275,37.25,0.0,0,0,Cloudy,Low
0,5,Whitefield Main Road,108,35.64,16.39,1,0,Rainy,Low
0,4,Indiranagar 100ft Road,191,38.09,0.0,0,0,Cloudy,Low
2,5,Silk Board Junction,98,35.46,17.81,1,0,Rainy,Low
16,4,Whitefield Main Road,227,30.76,34.86,0,0,Heavy Rain,Low
12,3,Electronic City Flyover,263,37.37,0.0,0,0,Clear,Low
6,3,Brigade Road,189,38.11,0.0,0,0,Clear,Low
19,2,Electronic City Flyover,702,25.15,39.13,0,0,Heavy Rain,Medium
13,6,Bannerghatta Road,97,37.61,7.11,1,0,Rainy,Low
15,2,Whitefield Main Road,258,33.56,19.28,0,0,Rainy,Low
22,5,Brigade Road,102,32.69,31.47,1,0,Heavy Rain,Low
23,2,Sarjapur Road,470,15.49,24.07,0,1,Heavy Rain,Medium
16,6,Indiranagar 100ft Road,175,38.25,0.0,1,0,Cloudy,Low
3,3,Silk Board Junction,116,38.84,0.0,1,0,Clear,Low
1,2,Indiranagar 100ft Road,215,34.88,14.84,0,0,Rainy,Low
12,4,Hebbal Flyover,185,31.5,33.23,0,0,Heavy Rain,Low
2,2,Sarjapur Road,191,34.86,16.16,0,0,Rainy,Low
7,3,Indiranagar 100ft Road,261,37.39,0.0,0,0,Clear,Low
16,4,Indiranagar 100ft Road,204,37.96,0.0,0,0,Clear,Low
20,3,Whitefield Main Road,313,35.67,6.0,1,0,Rainy,Low
6,2,Silk Board Junction,164,38.36,0.0,1,0,Clear,Low
14,6,Sarjapur Road,153,37.24,6.13,1,0,Rainy,Low
10,5,Bannerghatta Road,346,36.54,0.0,1,0,Cloudy,Low
21,2,Brigade Road,683,33.17,0.0,0,0,Cloudy,Low
16,2,Indiranagar 100ft Road,224,33.76,20.02,0,0,Heavy Rain,Low
13,5,Sarjapur Road,155,35.33,15.62,1,0,Rainy,Low
9,6,Outer Ring Road,427,31.88,19.23,1,0,Rainy,Low
9,0,Electronic City Flyover,713,24.88,39.96,0,0,Heavy Rain,Medium
14,6,MG Road,387,20.11,5.09,1,1,Rainy,Medium
19,1,Indiranagar 100ft Road,530,28.81,29.45,0,0,Heavy Rain,Medium
8,3,Bannerghatta Road,723,32.77,0.0,0,0,Cloudy,Low
17,5,Electronic City Flyover,412,35.88,0.0,1,0,Clear,Low
22,2,Whitefield Main Road,271,31.95,26.7,0,0,Heavy Rain,Low
10,2,Sarjapur Road,735,32.65,0.0,0,0,Clear,Low
19,2,MG Road,657,33.43,0.0,0,0,Clear,Low
12,0,Silk Board Junction,287,29.37,38.78,0,0,Heavy Rain,Medium
16,0,Indiranagar 100ft Road,164,38.36,0.0,0,0,Clear,Low
21,2,Whitefield Main Road,523,34.77,0.0,0,0,Clear,Low
3,0,Sarjapur Road,270,32.35,24.74,0,0,Heavy Rain,Low
14,5,Brigade Road,132,37.53,5.77,1,0,Rainy,Low
23,3,Sarjapur Road,272,37.28,0.0,0,0,Cloudy,Low
10,3,Sarjapur Road,482,35.18,0.0,0,0,Cloudy,Low
3,4,Sarjapur Road,249,34.96,12.75,0,0,Rainy,Low
20,5,Bannerghatta Road,378,36.22,0.0,1,0,Clear,Low
19,1,Electronic City Flyover,663,31.9,7.37,0,0,Rainy,Low
1,5,Sarjapur Road,106,38.94,0.0,1,0,Cloudy,Low
16,6,Bannerghatta Road,129,35.3,17.06,1,0,Rainy,Low
22,4,Bannerghatta Road,270,33.42,19.4,0,0,Rainy,Low
12,5,Brigade Road,169,38.31,0.0,1,0,Clear,Low
14,0,Bannerghatta Road,196,38.04,0.0,0,0,Cloudy,Low
23,0,Silk Board Junction,180,29.95,41.24,0,0,Heavy Rain,Medium
1,3,MG Road,197,28.86,45.83,0,0,Heavy Rain,Medium
17,2,Bannerghatta Road,407,26.96,44.87,1,0,Heavy Rain,Medium
12,5,MG Road,118,38.82,0.0,1,0,Cloudy,Low
5,1,Brigade Road,187,38.13,0.0,0,0,Cloudy,Low
1,1,Brigade Road,209,37.91,0.0,0,0,Clear,Low
22,0,Hebbal Flyover,383,21.17,0.0,0,1,Cloudy,Medium
15,3,MG Road,167,29.45,44.4,0,0,Heavy Rain,Medium
20,6,MG Road,257,32.31,25.59,1,0,Heavy Rain,Low
19,2,Outer Ring Road,430,35.7,0.0,1,0,Cloudy,Low
0,0,Sarjapur Road,261,37.39,0.0,0,0,Cloudy,Low
6,5,Whitefield Main Road,111,30.43,42.29,1,0,Heavy Rain,Low
23,5,Bannerghatta Road,119,38.81,0.0,1,0,Cloudy,Low
15,3,Whitefield Main Road,241,27.67,49.6,0,0,Heavy Rain,Medium
18,6,Sarjapur Road,423,35.77,0.0,1,0,Cloudy,Low
3,4,Electronic City Flyover,126,38.74,0.0,1,0,Cloudy,Low
10,1,Hebbal Flyover,601,33.99,0.0,0,0,Cloudy,Low
13,4,Outer Ring Road,269,37.31,0.0,0,0,Clear,Low
17,5,Indiranagar 100ft Road,260,31.01,31.95,1,0,Heavy Rain,Low
6,1,Sarjapur Road,235,35.46,10.95,0,0,Rainy,Low
23,1,MG Road,219,32.77,25.22,0,0,Heavy Rain,Low
14,4,Sarjapur Road,292,34.9,10.92,0,0,Rainy,Low
0,5,Whitefield Main Road,155,38.45,0.0,1,0,Clear,Low
11,1,Bannerghatta Road,480,31.98,16.12,0,0,Rainy,Low
3,1,Outer Ring Road,177,38.23,0.0,0,0,Clear,Low
13,0,Whitefield Main Road,178,38.22,0.0,0,0,Clear,Low
10,5,Electronic City Flyover,292,33.67,17.04,1,0,Rainy,Low
14,2,Silk Board Junction,221,31.69,30.5,0,0,Heavy Rain,Low
11,0,Indiranagar 100ft Road,560,34.4,0.0,0,0,Clear,Low
2,6,Outer Ring Road,176,38.24,0.0,1,0,Clear,Low
10,0,Electronic City Flyover,599,34.01,0.0,0,0,Clear,Low
1,4,Bannerghatta Road,267,34.94,11.94,0,0,Rainy,Low
19,1,Hebbal Flyover,787,17.13,0.0,0,1,Cloudy,Medium
20,0,Bannerghatta Road,732,23.19,47.43,0,0,Heavy Rain,Medium
11,2,Sarjapur Road,470,27.14,40.79,0,0,Heavy Rain,Medium
11,1,Hebbal Flyover,406,35.94,0.0,0,0,Clear,Low
10,1,Silk Board Junction,706,32.94,0.0,0,0,Cloudy,Low
8,6,Hebbal Flyover,320,30.09,33.57,1,0,Heavy Rain,Low
21,4,MG Road,528,34.72,0.0,0,0,Clear,Low
6,0,Outer Ring Road,168,37.01,6.57,0,0,Rainy,Low
10,1,Sarjapur Road,401,32.91,15.41,0,0,Rainy,Low
18,5,MG Road,334,30.87,28.93,1,0,Heavy Rain,Low
11,6,Silk Board Junction,424,34.05,8.56,1,0,Rainy,Low
10,3,MG Road,438,35.62,0.0,0,0,Clear,Low
12,3,Whitefield Main Road,262,34.06,16.59,0,0,Rainy,Low
21,2,Indiranagar 100ft Road,714,17.86,0.0,0,1,Cloudy,Medium
15,5,Electronic City Flyover,116,31.92,34.59,1,0,Heavy Rain,Low
0,6,Hebbal Flyover,121,29.62,45.85,1,0,Heavy Rain,Medium
10,1,Silk Board Junction,466,35.34,0.0,0,0,Cloudy,Low
22,0,Indiranagar 100ft Road,243,37.57,0.0,0,0,Clear,Low
16,0,MG Road,292,32.62,22.32,0,0,Heavy Rain,Low
3,3,Hebbal Flyover,250,32.52,24.9,0,0,Heavy Rain,Low
20,2,Hebbal Flyover,700,33.0,0.0,0,0,Clear,Low
18,0,Whitefield Main Road,576,28.87,26.86,0,0,Heavy Rain,Medium
3,0,Brigade Road,186,35.45,13.47,0,0,Rainy,Low
13,1,Indiranagar 100ft Road,268,37.32,0.0,0,0,Cloudy,Low
0,3,Brigade Road,173,38.27,0.0,0,0,Cloudy,Low
14,0,Bannerghatta Road,279,28.27,44.71,0,0,Heavy Rain,Medium
7,0,Outer Ring Road,265,37.35,0.0,0,0,Cloudy,Low
18,6,Silk Board Junction,336,34.68,9.79,1,0,Rainy,Low
8,4,Whitefield Main Road,400,36.0,0.0,0,0,Clear,Low
0,1,Indiranagar 100ft Road,219,37.81,0.0,0,0,Cloudy,Low
8,5,Electronic City Flyover,312,36.88,0.0,1,0,Clear,Low
5,5,Outer Ring Road,112,36.43,12.24,1,0,Rainy,Low
14,4,Bannerghatta Road,290,34.7,11.98,0,0,Rainy,Low
0,3,Outer Ring Road,179,38.21,0.0,0,0,Cloudy,Low
20,1,Outer Ring Road,504,34.96,0.0,0,0,Clear,Low
22,2,Sarjapur Road,288,37.12,0.0,0,0,Cloudy,Low
14,3,Brigade Road,207,37.93,0.0,0,0,Clear,Low
14,3,Indiranagar 100ft Road,266,34.09,16.27,0,0,Rainy,Low
17,2,Silk Board Junction,583,34.17,0.0,0,0,Clear,Low
15,6,Silk Board Junction,138,38.62,0.0,1,0,Clear,Low
18,6,Indiranagar 100ft Road,254,37.46,0.0,1,0,Clear,Low
13,2,Electronic City Flyover,254,37.46,0.0,0,0,Clear,Low
18,3,Hebbal Flyover,644,27.38,30.89,0,0,Heavy Rain,Medium
5,6,Silk Board Junction,154,38.46,0.0,1,0,Clear,Low
12,2,Brigade Road,258,30.34,35.41,0,0,Heavy Rain,Low
12,2,MG Road,164,38.36,0.0,0,0,Clear,Low
14,4,Whitefield Main Road,214,37.86,0.0,0,0,Cloudy,Low
22,1,Bannerghatta Road,254,37.46,0.0,0,0,Clear,Low
16,2,Indiranagar 100ft Road,205,37.95,0.0,0,0,Cloudy,Low
23,5,Hebbal Flyover,176,30.45,38.95,1,0,Heavy Rain,Low
14,6,Brigade Road,153,28.72,48.76,1,0,Heavy Rain,Medium
4,4,Whitefield Main Road,201,37.99,0.0,0,0,Clear,Low
13,1,Sarjapur Road,288,27.83,46.43,0,0,Heavy Rain,Medium
15,2,Outer Ring Road,265,37.35,0.0,0,0,Clear,Low
6,4,Sarjapur Road,283,37.17,0.0,0,0,Clear,Low
18,6,Indiranagar 100ft Road,324,36.76,0.0,1,0,Cloudy,Low
13,4,Hebbal Flyover,249,37.51,0.0,0,0,Cloudy,Low
21,6,Sarjapur Road,301,36.99,0.0,1,0,Clear,Low
21,5,Electronic City Flyover,407,34.78,5.76,1,0,Rainy,Low
9,4,MG Road,430,35.7,0.0,0,0,Clear,Low
11,2,MG Road,658,33.42,0.0,0,0,Clear,Low
21,5,Electronic City Flyover,281,34.54,13.26,1,0,Rainy,Low
8,0,Indiranagar 100ft Road,668,29.57,18.75,0,0,Rainy,Medium
18,4,Whitefield Main Road,675,33.25,0.0,0,0,Cloudy,Low
19,4,Silk Board Junction,674,33.26,0.0,0,0,Cloudy,Low
3,4,Bannerghatta Road,295,31.61,27.21,0,0,Heavy Rain,Low
18,6,Sarjapur Road,243,37.57,0.0,1,0,Clear,Low
15,3,Bannerghatta Road,235,37.65,0.0,0,0,Cloudy,Low
21,4,Electronic City Flyover,436,28.51,35.63,0,0,Heavy Rain,Medium
23,3,Sarjapur Road,203,37.97,0.0,0,0,Clear,Low
1,3,Hebbal Flyover,177,38.23,0.0,1,0,Cloudy,Low
3,3,Outer Ring Road,217,37.83,0.0,0,0,Clear,Low
12,5,Electronic City Flyover,106,38.94,0.0,1,0,Clear,Low
20,4,Whitefield Main Road,557,34.43,0.0,0,0,Clear,Low
11,3,Outer Ring Road,560,34.4,0.0,0,0,Cloudy,Low
23,1,Outer Ring Road,261,30.71,33.4,0,0,Heavy Rain,Low
15,4,Sarjapur Road,184,31.13,35.13,0,0,Heavy Rain,Low
15,5,Bannerghatta Road,163,38.37,0.0,1,0,Clear,Low
5,3,Brigade Road,430,20.7,0.0,0,1,Clear,Medium
7,1,Sarjapur Road,228,34.8,14.61,0,0,Rainy,Low
0,2,MG Road,165,38.35,0.0,0,0,Clear,Low
7,4,Whitefield Main Road,183,38.17,0.0,0,0,Clear,Low
19,4,Indiranagar 100ft Road,645,31.24,11.53,0,0,Rainy,Low
15,5,Brigade Road,109,38.91,0.0,1,0,Clear,Low
6,6,MG Road,99,31.06,39.76,1,0,Heavy Rain,Low
3,2,Bannerghatta Road,192,34.18,19.52,0,0,Rainy,Low
23,0,Whitefield Main Road,164,38.36,0.0,0,0,Clear,Low
8,1,Outer Ring Road,603,33.97,0.0,0,0,Cloudy,Low
16,6,Indiranagar 100ft Road,102,38.98,0.0,1,0,Cloudy,Low
8,0,Whitefield Main Road,488,32.62,12.48,0,0,Rainy,Low
7,2,Brigade Road,169,36.4,9.53,0,0,Rainy,Low
9,1,Whitefield Main Road,668,33.32,0.0,0,0,Clear,Low
16,2,Electronic City Flyover,171,38.29,0.0,0,0,Clear,Low
10,4,Outer Ring Road,479,34.0,6.07,0,0,Rainy,Low
13,5,Hebbal Flyover,171,36.76,7.66,1,0,Rainy,Low
22,1,Outer Ring Road,257,37.43,0.0,0,0,Cloudy,Low
6,6,Brigade Road,174,33.42,24.21,1,0,Heavy Rain,Low
23,5,Silk Board Junction,171,31.49,33.99,1,0,Heavy Rain,Low
2,6,Outer Ring Road,99,39.01,0.0,1,0,Clear,Low
6,2,Whitefield Main Road,249,29.3,41.07,0,0,Heavy Rain,Medium
5,1,Bannerghatta Road,233,33.9,18.87,0,0,Rainy,Low
21,0,MG Road,586,27.14,35.01,0,0,Heavy Rain,Medium
16,6,Brigade Road,99,39.01,0.0,1,0,Clear,Low
14,3,Outer Ring Road,243,35.85,8.61,0,0,Rainy,Low
12,6,Whitefield Main Road,175,38.25,0.0,1,0,Cloudy,Low
18,3,Electronic City Flyover,619,33.81,0.0,0,0,Clear,Low
0,4,Electronic City Flyover,209,37.91,0.0,0,0,Cloudy,Low
8,1,Electronic City Flyover,698,33.02,0.0,0,0,Clear,Low
3,4,Sarjapur Road,206,37.94,0.0,0,0,Clear,Low
19,0,Whitefield Main Road,603,24.16,49.03,0,0,Heavy Rain,Medium
15,0,Whitefield Main Road,234,31.16,32.5,0,0,Heavy Rain,Low
2,5,Electronic City Flyover,145,31.18,36.83,1,0,Heavy Rain,Low
16,2,Outer Ring Road,251,37.49,0.0,0,0,Cloudy,Low
19,6,MG Road,356,31.93,22.56,1,0,Heavy Rain,Low
12,5,Whitefield Main Road,103,33.06,29.53,1,0,Heavy Rain,Low
6,0,Whitefield Main Road,249,34.65,14.29,0,0,Rainy,Low
11,2,Whitefield Main Road,502,34.98,0.0,0,0,Clear,Low
20,2,Silk Board Junction,506,34.94,0.0,0,0,Clear,Low
21,0,Silk Board Junction,406,30.57,26.87,0,0,Heavy Rain,Low
14,3,Electronic City Flyover,239,35.9,8.56,0,0,Rainy,Low
10,1,Indiranagar 100ft Road,677,24.79,42.2,0,0,Heavy Rain,Medium
0,4,Silk Board Junction,231,30.41,36.41,0,0,Heavy Rain,Low
20,0,Hebbal Flyover,724,31.72,5.18,0,0,Rainy,Low
23,4,Sarjapur Road,274,37.26,0.0,0,0,Clear,Low
9,1,Whitefield Main Road,536,30.65,19.95,0,0,Rainy,Low
7,4,Indiranagar 100ft Road,227,29.2,42.65,0,0,Heavy Rain,Medium
1,2,Indiranagar 100ft Road,255,37.45,0.0,0,0,Cloudy,Low
6,0,Outer Ring Road,136,38.64,0.0,1,0,Clear,Low
21,3,Outer Ring Road,558,34.42,0.0,0,0,Clear,Low
20,4,Silk Board Junction,528,25.39,46.65,0,0,Heavy Rain,Medium
18,4,Brigade Road,591,34.09,0.0,0,0,Clear,Low
5,0,Whitefield Main Road,178,34.7,17.62,0,0,Rainy,Low
21,2,Brigade Road,431,30.22,27.33,0,0,Heavy Rain,Low
19,2,MG Road,424,35.76,0.0,0,0,Cloudy,Low
18,3,Whitefield Main Road,939,13.48,10.63,0,1,Rainy,High
10,2,Bannerghatta Road,477,35.23,0.0,0,0,Clear,Low
